Time,Voltage,Current,Frequency,Temperature,Fault,Confidence,Grid Health,Shutdown,Area ID,Line ID,Asset ID
18-09-2026 20:12:47,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 20:13:16,212.66,10.22,50.0,30.0,Overload,75.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 20:14:23,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:39:52,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:40:46,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:41:46,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:42:46,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:43:38,227.59,8.26,50.0,30.0,Normal,84.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:43:44,225.75,14.57,50.0,30.0,Overload,75.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 21:43:47,224.8,17.83,50.0,30.0,Overload,75.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 21:43:49,225.37,15.87,50.0,30.0,Overload,75.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 21:44:15,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 21:44:18,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 21:45:18,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 21:46:18,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:46:31,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:46:42,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:46:51,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:47:08,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:47:10,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:47:13,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:47:18,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:47:40,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:47:54,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:47:56,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:48:00,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:48:02,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:48:12,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:48:45,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:48:47,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:49:12,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:50:15,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:50:33,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:51:07,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:52:08,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:53:07,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:54:07,228.54,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:55:07,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 21:55:26,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:56:01,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 21:56:12,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:56:16,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 21:58:53,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:59:08,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 21:59:33,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 21:59:36,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:00:36,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:00:38,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 22:01:28,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:01:30,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:03:41,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:04:06,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 22:10:32,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:10:41,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:10:49,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 22:15:39,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:15:45,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:15:52,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:15:56,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:15:59,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 22:16:02,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:16:12,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:16:19,231.0,12.1,49.87,47.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:17:06,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:17:09,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:18:07,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:19:07,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:20:07,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:21:08,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:22:07,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:23:07,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:24:07,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:25:08,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:26:09,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:44:28,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:44:56,239.0,9.91,49.82,55.0,Normal,41.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:45:17,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:45:51,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:45:59,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:46:51,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:47:51,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:48:09,236.0,13.56,50.17,44.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 22:49:23,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:50:25,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:51:27,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:52:25,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:53:26,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 22:54:25,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:01:11,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:01:22,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:01:36,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:02:12,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:03:13,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:03:20,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:03:32,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:03:38,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:04:12,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:04:27,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:05:12,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:06:12,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:08:17,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:09:18,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:10:17,229.62,3.48,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:11:16,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:12:17,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:13:32,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:13:39,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:14:32,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:15:32,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:16:32,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:17:06,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:17:32,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:18:15,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:18:33,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:19:33,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:20:32,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:20:50,227.5,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:20:57,224.53,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:21:05,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:21:32,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:22:33,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:23:32,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:24:32,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:25:33,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:26:32,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:27:33,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:28:33,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
18-09-2026 23:28:50,225.08,45.0,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 23:29:32,225.08,45.0,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 23:30:33,225.08,45.0,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
18-09-2026 23:31:24,276.0,4.17,50.0,30.0,Overvoltage,97.0,40,YES,Unknown,Unknown,Unknown
18-09-2026 23:31:32,276.0,4.17,50.0,30.0,Overvoltage,97.0,40,YES,Unknown,Unknown,Unknown
18-09-2026 23:32:33,195.5,5.88,50.0,30.0,Undervoltage,98.0,50,YES,Unknown,Unknown,Unknown
18-09-2026 23:32:42,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 23:33:32,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 23:34:34,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 23:35:34,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 23:36:36,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
18-09-2026 23:37:33,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
19-09-2026 08:10:05,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:11:00,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:11:57,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:12:57,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:13:58,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:14:58,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:15:58,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:22:59,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:23:08,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:24:01,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:25:01,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:26:01,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 08:27:01,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:13:55,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:14:18,237.0,9.6,50.18,39.0,Normal,40.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:14:25,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:14:36,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:14:45,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:14:54,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:14:56,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:16:05,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:16:35,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 09:16:41,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:16:43,224.79,47.61,50.0,50.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 09:16:48,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:16:53,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
19-09-2026 09:16:55,0.0,0.0,50.0,30.0,Line Break,56.0,20,YES,Unknown,Unknown,Unknown
19-09-2026 09:16:58,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:17:54,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:18:55,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:19:55,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:20:55,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:21:56,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:22:57,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:23:58,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:24:59,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:26:00,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:27:01,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:28:02,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:29:03,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:30:04,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 09:31:05,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:27:01,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:27:11,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:27:15,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:28:03,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:28:26,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:29:06,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:29:15,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:30:04,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:30:41,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:31:03,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:32:03,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:33:03,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:33:19,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:34:04,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:35:03,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:36:03,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:37:03,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:38:03,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:38:07,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:38:16,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:38:55,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:03,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:14,231.8,4.73,50.06,30.1,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:18,231.2,4.44,49.98,29.9,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:18,232.2,4.25,49.97,30.1,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:20,233.7,4.14,49.89,30.2,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:22,232.4,4.41,49.95,30.2,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:24,231.1,4.42,49.97,30.5,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:25,230.6,4.07,50.08,30.5,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:27,229.1,4.02,50.14,30.7,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:27,227.4,4.11,50.14,30.7,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:29,228.5,4.02,50.19,30.4,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:30,228.1,4.14,50.18,30.6,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:32,229.3,4.19,50.12,30.2,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:34,230.9,4.26,50.09,30.6,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:37,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:39:43,236.0,6.6,49.98,44.0,Normal,57.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:40:16,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:40:23,229.99,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:40:26,229.86,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:40:41,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:40:43,228.0,14.58,50.0,42.0,Overload,94.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:40:45,233.8,16.48,50.2,30.7,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:40:47,231.8,22.23,50.21,31.0,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:40:49,233.0,24.0,50.21,30.9,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:40:50,235.0,24.0,50.27,31.0,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:40:52,236.5,24.0,50.27,31.0,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:40:53,239.0,7.63,50.04,54.0,Normal,57.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:40:55,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:40:59,236.5,24.0,50.3,30.6,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:41:01,235.1,24.0,50.34,30.3,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:41:02,233.5,24.0,50.3,30.0,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:41:04,232.7,24.0,50.23,29.7,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:41:07,233.1,24.0,50.18,29.4,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:41:07,234.5,24.0,50.17,29.4,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:41:10,236.7,24.0,50.21,29.2,Overload,75.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:41:11,226.0,13.86,50.14,38.0,Overload,93.0,45,YES,Unknown,Unknown,Unknown
19-09-2026 10:41:14,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:42:10,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:42:13,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 10:43:12,229.45,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 12:58:54,230.0,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
19-09-2026 12:59:00,225.97,5.0,50.0,30.0,Normal,100.0,100,NO,Unknown,Unknown,Unknown
